Sort,Year,Sport,Gender,Event,Athlete,Medal,City,Country,Team,Code,Birthdate
4334,2006,Ice Hockey,M,Ice Hockey,David Vyborny,BRONZE,Turin,Italy,Czech Republic,CZE,
4335,2006,Ice Hockey,M,Ice Hockey,Marek Zidlicky,BRONZE,Turin,Italy,Czech Republic,CZE,
4336,2006,Ice Hockey,F,Ice Hockey,Cassie Campbell,GOLD,Turin,Italy,Canada,CAN,
4337,2006,Ice Hockey,F,Ice Hockey,Meghan Agosta ,GOLD,Turin,Italy,Canada,CAN,
4338,2006,Ice Hockey,F,Ice Hockey,Gillian Apps ,GOLD,Turin,Italy,Canada,CAN,
4339,2006,Ice Hockey,F,Ice Hockey,Jennifer Botterill,GOLD,Turin,Italy,Canada,CAN,
4340,2006,Ice Hockey,F,Ice Hockey,Jayna Hefford,GOLD,Turin,Italy,Canada,CAN,
4341,2006,Ice Hockey,F,Ice Hockey,Gillian Ferrari ,GOLD,Turin,Italy,Canada,CAN,
4342,2006,Ice Hockey,F,Ice Hockey,Danielle Goyette,GOLD,Turin,Italy,Canada,CAN,
4343,2006,Ice Hockey,F,Ice Hockey,Gina Kingsbury ,GOLD,Turin,Italy,Canada,CAN,
4344,2006,Ice Hockey,F,Ice Hockey,Becky Kellar,GOLD,Turin,Italy,Canada,CAN,
4345,2006,Ice Hockey,F,Ice Hockey,Charline Labonte ,GOLD,Turin,Italy,Canada,CAN,
4346,2006,Ice Hockey,F,Ice Hockey,Carla MacLeod ,GOLD,Turin,Italy,Canada,CAN,
4347,2006,Ice Hockey,F,Ice Hockey,Caroline Ouellette,GOLD,Turin,Italy,Canada,CAN,
4348,2006,Ice Hockey,F,Ice Hockey,Cherie Piper,GOLD,Turin,Italy,Canada,CAN,
4349,2006,Ice Hockey,F,Ice Hockey,Cheryl Pounder,GOLD,Turin,Italy,Canada,CAN,
4350,2006,Ice Hockey,F,Ice Hockey,Kim Saint Pierre,GOLD,Turin,Italy,Canada,CAN,
4351,2006,Ice Hockey,F,Ice Hockey,Colleen Sostorics,GOLD,Turin,Italy,Canada,CAN,
4352,2006,Ice Hockey,F,Ice Hockey,Vicky Sunohara,GOLD,Turin,Italy,Canada,CAN,
4353,2006,Ice Hockey,F,Ice Hockey,Sarah Vaillancourt ,GOLD,Turin,Italy,Canada,CAN,
4354,2006,Ice Hockey,F,Ice Hockey,Katie Weatherston ,GOLD,Turin,Italy,Canada,CAN,
4355,2006,Ice Hockey,F,Ice Hockey,Hayley Wickenheiser,GOLD,Turin,Italy,Canada,CAN,
4356,2006,Ice Hockey,F,Ice Hockey,Anna Vikman,SILVER,Turin,Italy,Sweden,SWE,
4357,2006,Ice Hockey,F,Ice Hockey,Pernilla Winberg ,SILVER,Turin,Italy,Sweden,SWE,
4358,2006,Ice Hockey,F,Ice Hockey,Katarina Timglas ,SILVER,Turin,Italy,Sweden,SWE,
4359,2006,Ice Hockey,F,Ice Hockey,Therese Sjolander,SILVER,Turin,Italy,Sweden,SWE,
4360,2006,Ice Hockey,F,Ice Hockey,Maria Rooth,SILVER,Turin,Italy,Sweden,SWE,
4361,2006,Ice Hockey,F,Ice Hockey,Danijela Rundqvist,SILVER,Turin,Italy,Sweden,SWE,
4362,2006,Ice Hockey,F,Ice Hockey,Frida Nevalainen ,SILVER,Turin,Italy,Sweden,SWE,
4363,2006,Ice Hockey,F,Ice Hockey,Emilie O’Konor ,SILVER,Turin,Italy,Sweden,SWE,
4364,2006,Ice Hockey,F,Ice Hockey,Erika Holst,SILVER,Turin,Italy,Sweden,SWE,
4365,2006,Ice Hockey,F,Ice Hockey,Nanna Jansson,SILVER,Turin,Italy,Sweden,SWE,
4366,2006,Ice Hockey,F,Ice Hockey,Ann-Louise Edstrand,SILVER,Turin,Italy,Sweden,SWE,
4367,2006,Ice Hockey,F,Ice Hockey,Joa Elfsberg,SILVER,Turin,Italy,Sweden,SWE,
4368,2006,Ice Hockey,F,Ice Hockey,Emma Eliasson ,SILVER,Turin,Italy,Sweden,SWE,
4369,2006,Ice Hockey,F,Ice Hockey,Cecilia Andersson ,SILVER,Turin,Italy,Sweden,SWE,
4370,2006,Ice Hockey,F,Ice Hockey,Gunilla Andersson,SILVER,Turin,Italy,Sweden,SWE,
4371,2006,Ice Hockey,F,Ice Hockey,Jenni Asserholt ,SILVER,Turin,Italy,Sweden,SWE,
4372,2006,Ice Hockey,F,Ice Hockey,Ylva Lindberg,SILVER,Turin,Italy,Sweden,SWE,
4373,2006,Ice Hockey,F,Ice Hockey,Jenny Lindqvist ,SILVER,Turin,Italy,Sweden,SWE,
4374,2006,Ice Hockey,F,Ice Hockey,Kristina Lundberg ,SILVER,Turin,Italy,Sweden,SWE,
4375,2006,Ice Hockey,F,Ice Hockey,Kim Martin,SILVER,Turin,Italy,Sweden,SWE,
4376,2006,Ice Hockey,F,Ice Hockey,Julie Chu,BRONZE,Turin,Italy,United States,USA,
4377,2006,Ice Hockey,F,Ice Hockey,Pam Dreyer,BRONZE,Turin,Italy,United States,USA,
4378,2006,Ice Hockey,F,Ice Hockey,Tricia Dunn,BRONZE,Turin,Italy,United States,USA,
4379,2006,Ice Hockey,F,Ice Hockey,Molly Engstrom ,BRONZE,Turin,Italy,United States,USA,
4380,2006,Ice Hockey,F,Ice Hockey,Caitlin Cahow ,BRONZE,Turin,Italy,United States,USA,
4381,2006,Ice Hockey,F,Ice Hockey,Natalie Darwitz,BRONZE,Turin,Italy,United States,USA,
4382,2006,Ice Hockey,F,Ice Hockey,Kathleen Kauth ,BRONZE,Turin,Italy,United States,USA,
4383,2006,Ice Hockey,F,Ice Hockey,Courtney Kennedy,BRONZE,Turin,Italy,United States,USA,
4384,2006,Ice Hockey,F,Ice Hockey,Chanda Gunn ,BRONZE,Turin,Italy,United States,USA,
4385,2006,Ice Hockey,F,Ice Hockey,Jamie Hagerman ,BRONZE,Turin,Italy,United States,USA,
4386,2006,Ice Hockey,F,Ice Hockey,Kim Insalaco ,BRONZE,Turin,Italy,United States,USA,
4387,2006,Ice Hockey,F,Ice Hockey,Sarah Parsons ,BRONZE,Turin,Italy,United States,USA,
4388,2006,Ice Hockey,F,Ice Hockey,Kelly Stephens ,BRONZE,Turin,Italy,United States,USA,
4389,2006,Ice Hockey,F,Ice Hockey,Lindsay Wall,BRONZE,Turin,Italy,United States,USA,
4390,2006,Ice Hockey,F,Ice Hockey,Krissy Wendell,BRONZE,Turin,Italy,United States,USA,
4391,2006,Ice Hockey,F,Ice Hockey,Jenny Potter,BRONZE,Turin,Italy,United States,USA,
4392,2006,Ice Hockey,F,Ice Hockey,Helen Resor ,BRONZE,Turin,Italy,United States,USA,
4393,2006,Ice Hockey,F,Ice Hockey,Angela Ruggiero,BRONZE,Turin,Italy,United States,USA,
4394,2006,Ice Hockey,F,Ice Hockey,Katie King,BRONZE,Turin,Italy,United States,USA,
4395,2006,Ice Hockey,F,Ice Hockey,Kristin King ,BRONZE,Turin,Italy,United States,USA,
4396,2006,Luge,M,Singles,Armin Zöggeler,GOLD,Turin,Italy,Italy,ITA,
4397,2006,Luge,M,Singles,Albert Demtschenko,SILVER,Turin,Italy,Russia,RUS,
4398,2006,Luge,M,Singles,Martins Rubenis,BRONZE,Turin,Italy,Latvia,LVA,
4399,2006,Luge,F,Singles,Sylke Otto,GOLD,Turin,Italy,Germany,DEU,
4400,2006,Luge,F,Singles,Silke Kraushaar,SILVER,Turin,Italy,Germany,DEU,
4401,2006,Luge,F,Singles,Tatjana Hüfner,BRONZE,Turin,Italy,Germany,DEU,
4402,2006,Luge,M,Doubles,Andreas Linger,GOLD,Turin,Italy,Austria,AUT,
4403,2006,Luge,M,Doubles,Wolfgang Linger,GOLD,Turin,Italy,Austria,AUT,
4404,2006,Luge,M,Doubles,Torsten Wustlich,SILVER,Turin,Italy,Germany,DEU,
4405,2006,Luge,M,Doubles,André Florschütz,SILVER,Turin,Italy,Germany,DEU,
4406,2006,Luge,M,Doubles,Oswald Haselrieder,BRONZE,Turin,Italy,Italy,ITA,
4407,2006,Luge,M,Doubles,Gerhard Plankensteiner,BRONZE,Turin,Italy,Italy,ITA,
4408,2006,Nordic Combined,M,Individual (15km+Jump),Georg Hettich,GOLD,Turin,Italy,Germany,DEU,
4409,2006,Nordic Combined,M,Individual (15km+Jump),Felix Gottwald,SILVER,Turin,Italy,Austria,AUT,
4410,2006,Nordic Combined,M,Individual (15km+Jump),Magnus Moan,BRONZE,Turin,Italy,Norway,NOR,
4411,2006,Nordic Combined,M,Individual Sprint (7.5km+Jump),Felix Gottwald,GOLD,Turin,Italy,Austria,AUT,
4412,2006,Nordic Combined,M,Individual Sprint (7.5km+Jump),Magnus Moan,SILVER,Turin,Italy,Norway,NOR,
4413,2006,Nordic Combined,M,Individual Sprint (7.5km+Jump),Georg Hettich,BRONZE,Turin,Italy,Germany,DEU,
4414,2006,Nordic Combined,M,Team (4x5km+Jump),Felix Gottwald,GOLD,Turin,Italy,Austria,AUT,
4415,2006,Nordic Combined,M,Team (4x5km+Jump),Michael Gruber,GOLD,Turin,Italy,Austria,AUT,
4416,2006,Nordic Combined,M,Team (4x5km+Jump),Christoph Bieler,GOLD,Turin,Italy,Austria,AUT,
4417,2006,Nordic Combined,M,Team (4x5km+Jump),Mario Stecher,GOLD,Turin,Italy,Austria,AUT,
4418,2006,Nordic Combined,M,Team (4x5km+Jump),Björn Kircheisen,SILVER,Turin,Italy,Germany,DEU,
4419,2006,Nordic Combined,M,Team (4x5km+Jump),Georg Hettich,SILVER,Turin,Italy,Germany,DEU,
4420,2006,Nordic Combined,M,Team (4x5km+Jump),Ronny Ackermann,SILVER,Turin,Italy,Germany,DEU,
4421,2006,Nordic Combined,M,Team (4x5km+Jump),Jens Gaiser ,SILVER,Turin,Italy,Germany,DEU,
4422,2006,Nordic Combined,M,Team (4x5km+Jump),Anssi Koivuranta ,BRONZE,Turin,Italy,Finland,FIN,
4423,2006,Nordic Combined,M,Team (4x5km+Jump),Antti Kuisma ,BRONZE,Turin,Italy,Finland,FIN,
4424,2006,Nordic Combined,M,Team (4x5km+Jump),Hannu Manninen,BRONZE,Turin,Italy,Finland,FIN,
4425,2006,Nordic Combined,M,Team (4x5km+Jump),Jaako Tallus,BRONZE,Turin,Italy,Finland,FIN,
4426,2006,Short Track Speed Skating,M,500m Short Track,Apolo Anton Ohno,GOLD,Turin,Italy,United States,USA,
4427,2006,Short Track Speed Skating,M,500m Short Track,Francois-Louis Tremblay,SILVER,Turin,Italy,Canada,CAN,
4428,2006,Short Track Speed Skating,M,500m Short Track,Ahn Hyun-Soo,BRONZE,Turin,Italy,South Korea,KOR,
4429,2006,Short Track Speed Skating,F,500m Short Track,Wang Meng,GOLD,Turin,Italy,China,CHN,
4430,2006,Short Track Speed Skating,F,500m Short Track,Evgenia Radanova,SILVER,Turin,Italy,Bulgaria,BGR,
4431,2006,Short Track Speed Skating,F,500m Short Track,Anouk Leblanc-Boucher,BRONZE,Turin,Italy,Canada,CAN,
4432,2006,Short Track Speed Skating,M,1000m Short Track,Ahn Hyun-Soo,GOLD,Turin,Italy,South Korea,KOR,
4433,2006,Short Track Speed Skating,M,1000m Short Track,Lee Ho-Suk,SILVER,Turin,Italy,South Korea,KOR,
4434,2006,Short Track Speed Skating,M,1000m Short Track,Apolo Anton Ohno,BRONZE,Turin,Italy,United States,USA,
4435,2006,Short Track Speed Skating,F,1000m Short Track,Jin Sun-Yu,GOLD,Turin,Italy,South Korea,KOR,
4436,2006,Short Track Speed Skating,F,1000m Short Track,Wang Meng,SILVER,Turin,Italy,China,CHN,
4437,2006,Short Track Speed Skating,F,1000m Short Track,Yang (A) Yang,BRONZE,Turin,Italy,China,CHN,
4438,2006,Short Track Speed Skating,M,1500m Short Track,Ahn Hyun-Soo,GOLD,Turin,Italy,South Korea,KOR,
4439,2006,Short Track Speed Skating,M,1500m Short Track,Lee Ho-Suk,SILVER,Turin,Italy,South Korea,KOR,
4440,2006,Short Track Speed Skating,M,1500m Short Track,Jiajun Li,BRONZE,Turin,Italy,China,CHN,
4441,2006,Short Track Speed Skating,F,1500m Short Track,Jin Sun-Yu,GOLD,Turin,Italy,South Korea,KOR,
4442,2006,Short Track Speed Skating,F,1500m Short Track,Eun-Kyung Choi,SILVER,Turin,Italy,South Korea,KOR,
4443,2006,Short Track Speed Skating,F,1500m Short Track,Wang Meng,BRONZE,Turin,Italy,China,CHN,
4444,2006,Short Track Speed Skating,F,3000m Short Track Relay,Eun-Kyung Choi,GOLD,Turin,Italy,South Korea,KOR,
4445,2006,Short Track Speed Skating,F,3000m Short Track Relay,Byun Chun-Sa,GOLD,Turin,Italy,South Korea,KOR,
4446,2006,Short Track Speed Skating,F,3000m Short Track Relay,Jeon Da-Hye,GOLD,Turin,Italy,South Korea,KOR,
4447,2006,Short Track Speed Skating,F,3000m Short Track Relay,Jin Sun-Yu,GOLD,Turin,Italy,South Korea,KOR,
4448,2006,Short Track Speed Skating,F,3000m Short Track Relay,Kalyna Roberge,SILVER,Turin,Italy,Canada,CAN,
4449,2006,Short Track Speed Skating,F,3000m Short Track Relay,Anouk Leblanc-Boucher,SILVER,Turin,Italy,Canada,CAN,
4450,2006,Short Track Speed Skating,F,3000m Short Track Relay,Alanna Kraus,SILVER,Turin,Italy,Canada,CAN,
4451,2006,Short Track Speed Skating,F,3000m Short Track Relay,Tania Vicent,SILVER,Turin,Italy,Canada,CAN,
4452,2006,Short Track Speed Skating,F,3000m Short Track Relay,Arianna Fontana,BRONZE,Turin,Italy,Italy,ITA,
4453,2006,Short Track Speed Skating,F,3000m Short Track Relay,Marta Capurso,BRONZE,Turin,Italy,Italy,ITA,
4454,2006,Short Track Speed Skating,F,3000m Short Track Relay,Katia Zini,BRONZE,Turin,Italy,Italy,ITA,
4455,2006,Short Track Speed Skating,F,3000m Short Track Relay,Mara Zini,BRONZE,Turin,Italy,Italy,ITA,
4456,2006,Short Track Speed Skating,M,5000m Short Track Relay,Seo Ho-Jin,GOLD,Turin,Italy,South Korea,KOR,
4457,2006,Short Track Speed Skating,M,5000m Short Track Relay,Lee Ho-Suk,GOLD,Turin,Italy,South Korea,KOR,
4458,2006,Short Track Speed Skating,M,5000m Short Track Relay,Ahn Hyun-Soo,GOLD,Turin,Italy,South Korea,KOR,
4459,2006,Short Track Speed Skating,M,5000m Short Track Relay,Song Suk-Woo,GOLD,Turin,Italy,South Korea,KOR,
4460,2006,Short Track Speed Skating,M,5000m Short Track Relay,Francois-Louis Tremblay,SILVER,Turin,Italy,Canada,CAN,
4461,2006,Short Track Speed Skating,M,5000m Short Track Relay,Mathieu Turcotte,SILVER,Turin,Italy,Canada,CAN,
4462,2006,Short Track Speed Skating,M,5000m Short Track Relay,Charles Hamelin,SILVER,Turin,Italy,Canada,CAN,
4463,2006,Short Track Speed Skating,M,5000m Short Track Relay,Éric Bédard,SILVER,Turin,Italy,Canada,CAN,
4464,2006,Short Track Speed Skating,M,5000m Short Track Relay,Apolo Anton Ohno,BRONZE,Turin,Italy,United States,USA,
4465,2006,Short Track Speed Skating,M,5000m Short Track Relay,J.P. Kepka,BRONZE,Turin,Italy,United States,USA,
4466,2006,Short Track Speed Skating,M,5000m Short Track Relay,Alex Izykowski,BRONZE,Turin,Italy,United States,USA,
4467,2006,Short Track Speed Skating,M,5000m Short Track Relay,Rusty Smith,BRONZE,Turin,Italy,United States,USA,
4468,2006,Skeleton,M,Individual,Duff Gibson,GOLD,Turin,Italy,Canada,CAN,
4469,2006,Skeleton,M,Individual,Jeff Pain,SILVER,Turin,Italy,Canada,CAN,
4470,2006,Skeleton,M,Individual,Gregor Stähli,BRONZE,Turin,Italy,Switzerland,CHE,
4471,2006,Skeleton,F,Individual,Maya Pedersen,GOLD,Turin,Italy,Switzerland,CHE,
4472,2006,Skeleton,F,Individual,Shelley Rudman,SILVER,Turin,Italy,Great Britain,GBR,
4473,2006,Skeleton,F,Individual,Mellisa Hollingsworth-Richards,BRONZE,Turin,Italy,Canada,CAN,
4474,2006,Ski Jumping,M,Normal Hill,Lars Bystøl,GOLD,Turin,Italy,Norway,NOR,
4475,2006,Ski Jumping,M,Normal Hill,Matti Hautamäki,SILVER,Turin,Italy,Finland,FIN,
4476,2006,Ski Jumping,M,Normal Hill,Roar Ljøkelsøy,BRONZE,Turin,Italy,Norway,NOR,
4477,2006,Ski Jumping,M,Large Hill,Thomas Morgenstern,GOLD,Turin,Italy,Austria,AUT,
4478,2006,Ski Jumping,M,Large Hill,Andreas Kofler,SILVER,Turin,Italy,Austria,AUT,
4479,2006,Ski Jumping,M,Large Hill,Lars Bystøl,BRONZE,Turin,Italy,Norway,NOR,
4480,2006,Ski Jumping,M,Team,Martin Koch,GOLD,Turin,Italy,Austria,AUT,
4481,2006,Ski Jumping,M,Team,Andreas Kofler,GOLD,Turin,Italy,Austria,AUT,
4482,2006,Ski Jumping,M,Team,Thomas Morgenstern,GOLD,Turin,Italy,Austria,AUT,
4483,2006,Ski Jumping,M,Team,Andreas Widhölzl,GOLD,Turin,Italy,Austria,AUT,
4484,2006,Ski Jumping,M,Team,Janne Ahonen,SILVER,Turin,Italy,Finland,FIN,
4485,2006,Ski Jumping,M,Team,Tami Kiuru,SILVER,Turin,Italy,Finland,FIN,
4486,2006,Ski Jumping,M,Team,Janne Happonen,SILVER,Turin,Italy,Finland,FIN,
4487,2006,Ski Jumping,M,Team,Matti Hautamäki,SILVER,Turin,Italy,Finland,FIN,
4488,2006,Ski Jumping,M,Team,Lars Bystøl,BRONZE,Turin,Italy,Norway,NOR,
4489,2006,Ski Jumping,M,Team,Roar Ljøkelsøy,BRONZE,Turin,Italy,Norway,NOR,
4490,2006,Ski Jumping,M,Team,Tommy Ingebrigtsen,BRONZE,Turin,Italy,Norway,NOR,
4491,2006,Ski Jumping,M,Team,Bjørn Einar Romøren,BRONZE,Turin,Italy,Norway,NOR,
4492,2006,Snowboarding,M,Cross,Seth Wescott,GOLD,Turin,Italy,United States,USA,
4493,2006,Snowboarding,M,Cross,Radoslav Zidek,SILVER,Turin,Italy,Slovakia,SVK,
4494,2006,Snowboarding,M,Cross,Paul-Henri Delerue,BRONZE,Turin,Italy,France,FRA,
4495,2006,Snowboarding,F,Cross,Tanja Frieden,GOLD,Turin,Italy,Switzerland,CHE,
4496,2006,Snowboarding,F,Cross,Lindsey Jacobellis,SILVER,Turin,Italy,United States,USA,
4497,2006,Snowboarding,F,Cross,Dominique Maltais,BRONZE,Turin,Italy,Canada,CAN,
4498,2006,Snowboarding,M,Halfpipe,Shaun White,GOLD,Turin,Italy,United States,USA,
4499,2006,Snowboarding,M,Halfpipe,Danny Kass,SILVER,Turin,Italy,United States,USA,
4500,2006,Snowboarding,M,Halfpipe,Markku Koski,BRONZE,Turin,Italy,Finland,FIN,
4501,2006,Snowboarding,F,Halfpipe,Hannah Teter,GOLD,Turin,Italy,United States,USA,
4502,2006,Snowboarding,F,Halfpipe,Gretchen Bleiler,SILVER,Turin,Italy,United States,USA,
4503,2006,Snowboarding,F,Halfpipe,Kjersti Buaas,BRONZE,Turin,Italy,Norway,NOR,
4504,2006,Snowboarding,M,Parallel Giant Slalom,Philipp Schoch,GOLD,Turin,Italy,Switzerland,CHE,
4505,2006,Snowboarding,M,Parallel Giant Slalom,Simon Schoch,SILVER,Turin,Italy,Switzerland,CHE,
4506,2006,Snowboarding,M,Parallel Giant Slalom,Siegfried Grabner,BRONZE,Turin,Italy,Austria,AUT,
4507,2006,Snowboarding,F,Parallel Giant Slalom,Daniela Meuli,GOLD,Turin,Italy,Switzerland,CHE,
4508,2006,Snowboarding,F,Parallel Giant Slalom,Amelie Kober,SILVER,Turin,Italy,Germany,DEU,
4509,2006,Snowboarding,F,Parallel Giant Slalom,Rosey Fletcher,BRONZE,Turin,Italy,United States,USA,
4510,2006,Speed Skating,M,500m,Joey Cheek,GOLD,Turin,Italy,United States,USA,
4511,2006,Speed Skating,M,500m,Dimitry Dorofeyev,SILVER,Turin,Italy,Russia,RUS,
4512,2006,Speed Skating,M,500m,Lee Gang-Seok,BRONZE,Turin,Italy,South Korea,KOR,
4513,2006,Speed Skating,F,500m,Svetlana Zhurova,GOLD,Turin,Italy,Russia,RUS,
4514,2006,Speed Skating,F,500m,Wang Manli,SILVER,Turin,Italy,China,CHN,
4515,2006,Speed Skating,F,500m,Ren Hui,BRONZE,Turin,Italy,China,CHN,
4516,2006,Speed Skating,M,1000m,Shani Davis,GOLD,Turin,Italy,United States,USA,
4517,2006,Speed Skating,M,1000m,Joey Cheek,SILVER,Turin,Italy,United States,USA,
4518,2006,Speed Skating,M,1000m,Erben Wennemars ,BRONZE,Turin,Italy,Netherlands,NLD,
4519,2006,Speed Skating,F,1000m,Marianne Timmer,GOLD,Turin,Italy,Netherlands,NLD,
4520,2006,Speed Skating,F,1000m,Cindy Klassen,SILVER,Turin,Italy,Canada,CAN,
4521,2006,Speed Skating,F,1000m,Anna Friesinger,BRONZE,Turin,Italy,Germany,DEU,
4522,2006,Speed Skating,M,1500m,Enrico Fabris,GOLD,Turin,Italy,Italy,ITA,
4523,2006,Speed Skating,M,1500m,Shani Davis,SILVER,Turin,Italy,United States,USA,
4524,2006,Speed Skating,M,1500m,Chad Hedrick,BRONZE,Turin,Italy,United States,USA,
4525,2006,Speed Skating,F,1500m,Cindy Klassen,GOLD,Turin,Italy,Canada,CAN,
4526,2006,Speed Skating,F,1500m,Kristina Groves,SILVER,Turin,Italy,Canada,CAN,
4527,2006,Speed Skating,F,1500m,Ireen Wüst,BRONZE,Turin,Italy,Netherlands,NLD,
4528,2006,Speed Skating,F,3000m,Ireen Wüst,GOLD,Turin,Italy,Netherlands,NLD,
4529,2006,Speed Skating,F,3000m,Renate Groenevold,SILVER,Turin,Italy,Netherlands,NLD,
4530,2006,Speed Skating,F,3000m,Cindy Klassen,BRONZE,Turin,Italy,Canada,CAN,
4531,2006,Speed Skating,M,5000m,Chad Hedrick,GOLD,Turin,Italy,United States,USA,
4532,2006,Speed Skating,M,5000m,Sven Kramer,SILVER,Turin,Italy,Netherlands,NLD,
4533,2006,Speed Skating,M,5000m,Enrico Fabris,BRONZE,Turin,Italy,Italy,ITA,
4534,2006,Speed Skating,F,5000m,Clara Hughes,GOLD,Turin,Italy,Canada,CAN,
4535,2006,Speed Skating,F,5000m,Claudia Pechstein,SILVER,Turin,Italy,Germany,DEU,
4536,2006,Speed Skating,F,5000m,Cindy Klassen,BRONZE,Turin,Italy,Canada,CAN,
4537,2006,Speed Skating,M,10000m,Bob de Jong,GOLD,Turin,Italy,Netherlands,NLD,
4538,2006,Speed Skating,M,10000m,Chad Hedrick,SILVER,Turin,Italy,United States,USA,
4539,2006,Speed Skating,M,10000m,Carl Verheijen,BRONZE,Turin,Italy,Netherlands,NLD,
4540,2006,Speed Skating,M,Team Pursuit,Enrico Fabris,GOLD,Turin,Italy,Italy,ITA,
4541,2006,Speed Skating,M,Team Pursuit,Stefano Donagrandi ,GOLD,Turin,Italy,Italy,ITA,
4542,2006,Speed Skating,M,Team Pursuit,Matteo Anesi,GOLD,Turin,Italy,Italy,ITA,
4543,2006,Speed Skating,M,Team Pursuit,Ippolito Sanfratello,GOLD,Turin,Italy,Italy,ITA,
4544,2006,Speed Skating,M,Team Pursuit,Arne Dankers,SILVER,Turin,Italy,Canada,CAN,
4545,2006,Speed Skating,M,Team Pursuit,Steven Elm,SILVER,Turin,Italy,Canada,CAN,
4546,2006,Speed Skating,M,Team Pursuit,Denny Morrison ,SILVER,Turin,Italy,Canada,CAN,
4547,2006,Speed Skating,M,Team Pursuit,Jason Parker ,SILVER,Turin,Italy,Canada,CAN,
4548,2006,Speed Skating,M,Team Pursuit,Justin Warsylewicz,SILVER,Turin,Italy,Canada,CAN,
4549,2006,Speed Skating,M,Team Pursuit,Carl Verheijen,BRONZE,Turin,Italy,Netherlands,NLD,
4550,2006,Speed Skating,M,Team Pursuit,Sven Kramer,BRONZE,Turin,Italy,Netherlands,NLD,
4551,2006,Speed Skating,M,Team Pursuit,Rintje Ritsma,BRONZE,Turin,Italy,Netherlands,NLD,
4552,2006,Speed Skating,M,Team Pursuit,Erben Wennemars ,BRONZE,Turin,Italy,Netherlands,NLD,
4553,2006,Speed Skating,M,Team Pursuit,Mark Tuitert,BRONZE,Turin,Italy,Netherlands,NLD,
4554,2006,Speed Skating,F,Team Pursuit,Claudia Pechstein,GOLD,Turin,Italy,Germany,DEU,
4555,2006,Speed Skating,F,Team Pursuit,Lucille Opitz,GOLD,Turin,Italy,Germany,DEU,
4556,2006,Speed Skating,F,Team Pursuit,Sabine Völker,GOLD,Turin,Italy,Germany,DEU,
4557,2006,Speed Skating,F,Team Pursuit,Anna Friesinger,GOLD,Turin,Italy,Germany,DEU,
4558,2006,Speed Skating,F,Team Pursuit,Daniela Anschütz-Thoms,GOLD,Turin,Italy,Germany,DEU,
4559,2006,Speed Skating,F,Team Pursuit,Cindy Klassen,SILVER,Turin,Italy,Canada,CAN,
4560,2006,Speed Skating,F,Team Pursuit,Clara Hughes,SILVER,Turin,Italy,Canada,CAN,
4561,2006,Speed Skating,F,Team Pursuit,Kristina Groves,SILVER,Turin,Italy,Canada,CAN,
4562,2006,Speed Skating,F,Team Pursuit,Christine Nesbitt,SILVER,Turin,Italy,Canada,CAN,
4563,2006,Speed Skating,F,Team Pursuit,Shannon Rempel ,SILVER,Turin,Italy,Canada,CAN,
4564,2006,Speed Skating,F,Team Pursuit,Svetlana Vysokova,BRONZE,Turin,Italy,Russia,RUS,
4565,2006,Speed Skating,F,Team Pursuit,Galina Likhachova ,BRONZE,Turin,Italy,Russia,RUS,
4566,2006,Speed Skating,F,Team Pursuit,Yekaterina Lobysheva,BRONZE,Turin,Italy,Russia,RUS,
4567,2006,Speed Skating,F,Team Pursuit,Varvara Barysheva ,BRONZE,Turin,Italy,Russia,RUS,
4568,2006,Speed Skating,F,Team Pursuit,Yekaterina Abramova,BRONZE,Turin,Italy,Russia,RUS,
4569,2010,Alpine Skiing,M,Downhill,Didier Défago,GOLD,Vancouver,Canada,Switzerland,CHE,
4570,2010,Alpine Skiing,M,Downhill,Aksel Lund Svindal,SILVER,Vancouver,Canada,Norway,NOR,
4571,2010,Alpine Skiing,M,Downhill,Bode Miller,BRONZE,Vancouver,Canada,United States,USA,
4572,2010,Alpine Skiing,F,Downhill,Lindsey Vonn,GOLD,Vancouver,Canada,United States,USA,
4573,2010,Alpine Skiing,F,Downhill,Julia Mancuso,SILVER,Vancouver,Canada,United States,USA,
4574,2010,Alpine Skiing,F,Downhill,Elisabeth Gorgi,BRONZE,Vancouver,Canada,Austria,AUT,
4575,2010,Alpine Skiing,M,Super G,Aksel Lund Svindal,GOLD,Vancouver,Canada,Norway,NOR,
4576,2010,Alpine Skiing,M,Super G,Bode Miller,SILVER,Vancouver,Canada,United States,USA,
4577,2010,Alpine Skiing,M,Super G,Andrew Weibrecht,BRONZE,Vancouver,Canada,United States,USA,
4578,2010,Alpine Skiing,F,Super G,Andrea Fischbacher,GOLD,Vancouver,Canada,Austria,AUT,
4579,2010,Alpine Skiing,F,Super G,Tina Maze,SILVER,Vancouver,Canada,Slovenia,SVN,
4580,2010,Alpine Skiing,F,Super G,Lindsey Vonn,BRONZE,Vancouver,Canada,United States,USA,
4581,2010,Alpine Skiing,M,Giant slalom,Carlo Janka,GOLD,Vancouver,Canada,Switzerland,CHE,
4582,2010,Alpine Skiing,M,Giant slalom,Kjetil Jansrud,SILVER,Vancouver,Canada,Norway,NOR,
4583,2010,Alpine Skiing,M,Giant slalom,Aksel Lund Svindal,BRONZE,Vancouver,Canada,Norway,NOR,
4584,2010,Alpine Skiing,F,Giant slalom,Viktoria Rebensburg,GOLD,Vancouver,Canada,Germany,DEU,
